id,created_at,question,explanation,tags,type,answers
1011,2024-12-18T12:10:07,"🤔 Какой метод JavaScript используется для сериализации объекта DOM в строку, что может быть полезно для отладки или сохранения состояния?",,"[""JavaScript"",""DOM""]",message,"[{""text"":""DOMString.serialize()""},{""text"":""HTMLElement.outerHTML""},{""text"":""XMLSerializer.serializeToString()""},{""text"":""Node.toString()""}]"
1013,2024-12-18T19:10:11,,,[],message,[]
1014,2024-12-18T23:10:26,"🤔 Какой HTML тег лучше всего использовать для разметки академических цитат, где необходимо указать автора и источник материала?",,"[""HTML""]",message,"[{""text"":""<cite>""},{""text"":""<blockquote>""},{""text"":""<reference>""},{""text"":""<academic>""}]"
1015,2024-12-19T12:10:06,"🤔 Какое CSS свойство предназначено для определения поведения текста в случае его переполнения, включая возможность его сокрытия или предоставления механизма для его просмотра?",,"[""CSS""]",message,"[{""text"":""text-overflow""},{""text"":""overflow-wrap""},{""text"":""text-wrap""},{""text"":""overflow-control""}]"
1017,2024-12-19T19:10:10,,,[],message,[]
1018,2024-12-19T23:10:09,🤔 Какой HTML тег используется для указания контрольных точек для синхронизации медиа контента и текста?,,"[""HTML""]",message,"[{""text"":""<track>""},{""text"":""<sync>""},{""text"":""<marker>""},{""text"":""<time>""}]"
1019,2024-12-20T12:10:11,"🤔 Какое CSS свойство применяется для установления алгоритма сжатия контента внутри блока, когда он не умещается в отведенное пространство?",,"[""CSS""]",message,"[{""text"":""content-zip""},{""text"":""compress""},{""text"":""overflow-style""},{""text"":""content-compress""}]"
1021,2024-12-20T23:10:07,"🤔 Какое CSS свойство позволяет настраивать краевые эффекты элементов, создавая сложные границы?",,"[""CSS""]",message,"[{""text"":""border-slice""},{""text"":""border-corner-shape""},{""text"":""border-image""},{""text"":""mask-border""}]"
1022,2024-12-21T12:10:12,"🤔 Какой метод JavaScript используется для определения наличия и доступности определенных функций в браузере пользователя, например, API для работы с геолокацией?",,"[""JavaScript"",""API""]",message,"[{""text"":""navigator.exists()""},{""text"":""feature.detect()""},{""text"":""Modernizr.check()""},{""text"":""navigator.permissions.query()""}]"
1024,2024-12-21T19:10:09,,,[],message,[]
1025,2024-12-21T23:10:12,"🤔 Какое CSS свойство используется для задания порядка наложения фоновых слоев, позволяя создать сложные визуальные эффекты?",,"[""CSS""]",message,"[{""text"":""background-layer""},{""text"":""z-index""},{""text"":""stack-order""},{""text"":""background-index""}]"
1026,2024-12-22T12:10:08,"🤔 Какой метод JavaScript обеспечивает преобразование объектов и массивов в структурированный, строковый формат JSON?",,"[""JavaScript"",""JSON""]",message,"[{""text"":""JSON.stringify()""},{""text"":""JSON.parse()""},{""text"":""JSON.convert()""},{""text"":""Object.toJSON()""}]"
1029,2024-12-22T19:10:11,,,[],message,[]
1030,2024-12-22T23:10:12,🤔 Какое CSS свойство позволяет анимировать переходы состояний SVG-фильтров на элементе?,,"[""CSS""]",message,"[{""text"":""filter-animation""},{""text"":""transition-filter""},{""text"":""animate-filter""},{""text"":""filter""}]"
1032,2024-12-23T12:10:25,"🤔 Какой метод JavaScript позволяет создать виртуальный документ, который можно использовать для безопасного разбора и манипуляции HTML-строк, изолированно от основного DOM?",,"[""JavaScript"",""HTML"",""DOM""]",message,"[{""text"":""DOMParser.parseFromString()""},{""text"":""document.implementation.createHTMLDocument()""},{""text"":""document.createElement('virtual')""},{""text"":""HTMLDocument.createVirtual()""}]"
1033,2024-12-23T19:10:08,,,[],message,[]
1034,2024-12-23T23:10:06,"🤔 Какой HTML тег предназначен для определения области в документе, которая должна быть скрыта для всех, кроме специальных вспомогательных технологий, таких как экранные читалки?",,"[""HTML""]",message,"[{""text"":""invisible""},{""text"":""hidden""},{""text"":""aria-hidden""},{""text"":""accessibility-only""}]"
1035,2024-12-24T12:10:08,"🤔 Какой метод JavaScript обеспечивает возможность определения обработчиков событий, которые могут перехватывать события на стадии их возникновения, до всплытия?",,"[""JavaScript""]",message,"[{""text"":""addEventListener()""},{""text"":""attachEvent()""},{""text"":""bindEvent()""},{""text"":""captureEvent()""}]"
1036,2024-12-24T19:10:11,,,[],message,[]
1037,2024-12-24T23:10:12,"🤔 Какое CSS свойство позволяет элементу частично или полностью исчезать, создавая эффект прозрачности на уровне отдельных частей элемента?",,"[""CSS""]",message,"[{""text"":""opacity""},{""text"":""visibility""},{""text"":""fade""},{""text"":""alpha""}]"
1038,2024-12-25T12:10:07,"🤔 Какой метод JavaScript позволяет выполнять код в контексте изолированного от основного глобального контекста, предоставляя повышенную безопасность исполнения кода?",,"[""JavaScript""]",message,"[{""text"":""eval()""},{""text"":""Function()""},{""text"":""with()""},{""text"":""executeInContext()""}]"
1039,2024-12-25T19:10:08,,,[],message,[]
1040,2024-12-25T23:10:07,🤔 Какой метод в JavaScript нужен для отслеживания изменений в размерах элемента?,,"[""JavaScript""]",message,"[{""text"":""MutationObserver""},{""text"":""ResizeObserver""},{""text"":""addEventListener""},{""text"":""observe""}]"
1041,2024-12-26T12:10:08,🤔 Какое значение свойства display используется для создания ceтки-контейнера?,,[],message,"[{""text"":""block""},{""text"":""grid""},{""text"":""flex""},{""text"":""inline-grid""}]"
1042,2024-12-26T19:10:12,,,[],message,[]
1043,2024-12-26T23:10:11,🤔 Какой атрибут HTML определяет видимость элемента только для читалок?,,"[""HTML""]",message,"[{""text"":""aria-hidden=\""true\""""},{""text"":""hidden""},{""text"":""display: none""},{""text"":""aria-visible=\""false\""""}]"
1044,2024-12-27T12:10:15,Какой JavaScript API используется для выполнения HTTP-запросов современными веб-приложениями?,,"[""JavaScript"",""API""]",message,"[{""text"":""XMLHttpRequest""},{""text"":""Fetch API""},{""text"":""Ajax""},{""text"":""jQuery""}]"
1046,2024-12-27T19:10:11,,,[],message,[]
1047,2024-12-27T23:10:10,🤔 Какое CSS свойство необходимо для создания многоуровневых флекс-контейнеров?,,"[""CSS""]",message,"[{""text"":""flex-wrap""},{""text"":""align-items""},{""text"":""justify-content""},{""text"":""flex-flow""}]"
1048,2024-12-28T12:10:26,"🤔 Какой метод HTML5 Canvas API рисует прямоугольник, который не заливается цветом?",,"[""HTML"",""API""]",message,"[{""text"":""fillRect()""},{""text"":""drawRect()""},{""text"":""strokeRect()""},{""text"":""clearRect()""}]"
1049,2024-12-28T19:10:10,,,[],message,[]
1050,2024-12-28T23:10:11,🤔 Какое значение свойства position CSS делает элемент позиционированным относительно его исходного положения?,,"[""CSS""]",message,"[{""text"":""static""},{""text"":""absolute""},{""text"":""relative""},{""text"":""fixed""}]"
1051,2024-12-29T12:10:12,"🤔 Какой HTML тег необходим для создания ссылки, которая открывает адрес в новой вкладке?",,"[""HTML""]",message,"[{""text"":""<a href=\""url\"" target=\""_blank\"">""},{""text"":""<a href=\""url\"" new=\""true\"">""},{""text"":""<link href=\""url\"">""},{""text"":""<a href=\""url\"" open=\""new\"">""}]"
1052,2024-12-29T19:10:40,,,[],message,[]
1053,2024-12-29T23:10:07,"🤔 Какое значение свойства overflow скрывает переполненный контент и добавляет полосы прокрутки, если это необходимо?",,[],message,"[{""text"":""visible""},{""text"":""hidden""},{""text"":""scroll""},{""text"":""auto""}]"
1055,2024-12-30T12:10:08,"🤔 Какой атрибут у <input> указывает на тип данных, который должен быть введен в поле?",,[],message,"[{""text"":""type""},{""text"":""inputmode""},{""text"":""datatype""},{""text"":""valuetype""}]"
1056,2024-12-30T19:10:13,,,[],message,[]
1057,2024-12-30T23:10:08,🤔 Какой метод объекта Document в JavaScript создает новый элемент с указанным именем тега?,,"[""JavaScript""]",message,"[{""text"":""createElement()""},{""text"":""appendChild()""},{""text"":""newElement()""},{""text"":""createNode()""}]"
1058,2024-12-31T12:10:09,🤔 Какой JavaScript объект предоставляет методы и свойства для работы с текущей датой и временем?,,"[""JavaScript""]",message,"[{""text"":""Date""},{""text"":""Time""},{""text"":""Clock""},{""text"":""Moment""}]"
1059,2024-12-31T19:10:10,,,[],message,[]
1060,2024-12-31T23:10:10,"🤔 Какой метод массива в JavaScript позволяет тестировать, соответствует ли хотя бы один элемент массива условию, заданному в передаваемой функции?",,"[""JavaScript""]",message,"[{""text"":""some()""},{""text"":""filter()""},{""text"":""every()""},{""text"":""find()""}]"
1061,2025-01-01T12:10:12,🤔 Какое свойство CSS используется для изменения направления текста?,,"[""CSS""]",message,"[{""text"":""text-align""},{""text"":""writing-mode""},{""text"":""text-direction""},{""text"":""text-orientation""}]"
1062,2025-01-01T19:10:07,,,[],message,[]
1064,2025-01-01T23:10:07,🤔 Какой атрибут элемента <audio> позволяет автоматически начать воспроизведение при загрузке страницы?,,[],message,"[{""text"":""autoplay""},{""text"":""auto""},{""text"":""autostart""},{""text"":""play""}]"
1065,2025-01-02T12:10:11,🤔 Какой HTML тег наиболее подходит для обозначения контактной информации внутри <footer>?,,"[""HTML""]",message,"[{""text"":""<address>""},{""text"":""<contact>""},{""text"":""<info>""},{""text"":""<details>""}]"
1067,2025-01-02T19:10:11,,,[],message,[]
1068,2025-01-02T23:10:06,🤔 Какой метод в JavaScript используется для преобразования JSON строки в объект?,,"[""JavaScript"",""JSON""]",message,"[{""text"":""JSON.stringify()""},{""text"":""JSON.parse()""},{""text"":""JSON.convert()""},{""text"":""JSON.toObject()""}]"
1069,2025-01-03T12:10:12,🤔 Какой атрибут элемента <form> определяет метод отправки данных формы?,,[],message,"[{""text"":""method""},{""text"":""action""},{""text"":""enctype""},{""text"":""submit""}]"
1070,2025-01-03T19:10:08,,,[],message,[]
1071,2025-01-03T23:10:07,🤔 Какой HTML тег используется для создания раскрывающегося списка опций?,,"[""HTML""]",message,"[{""text"":""<select>""},{""text"":""<dropdown>""},{""text"":""<option>""},{""text"":""<list>""}]"
1072,2025-01-04T12:10:07,🤔 Какое значение display CSS создает новый блочный контекст форматирования?,,"[""CSS""]",message,"[{""text"":""flex""},{""text"":""block""},{""text"":""inline-block""},{""text"":""flow-root""}]"
1073,2025-01-04T19:10:12,,,[],message,[]
1074,2025-01-04T23:10:09,🤔 Какое свойство CSS используется для управления загрузкой шрифта?,,"[""CSS""]",message,"[{""text"":""font-loading""},{""text"":""font-display""},{""text"":""font-style""},{""text"":""font-weight""}]"
1075,2025-01-05T12:10:08,"🤔 Какой JavaScript метод массива возвращает первый элемент, который удовлетворяет предоставленной тестирующей функции?",,"[""JavaScript""]",message,"[{""text"":""findIndex()""},{""text"":""find()""},{""text"":""first()""},{""text"":""search()""}]"
1076,2025-01-05T19:10:09,,,[],message,[]
1077,2025-01-05T23:10:11,🤔 Какой HTML тег используется для создания маркированного списка?,,"[""HTML""]",message,"[{""text"":""<list>""},{""text"":""<ol>""},{""text"":""<ul>""},{""text"":""<li>""}]"
1078,2025-01-06T12:10:07,🤔 Какой метод объекта Document в JavaScript добавляет новый узел в конец списка дочерних элементов родителя?,,"[""JavaScript""]",message,"[{""text"":""insertBefore()""},{""text"":""addChild()""},{""text"":""appendNode()""},{""text"":""appendChild()""}]"
1079,2025-01-06T19:10:11,,,[],message,[]
1080,2025-01-06T23:10:10,"🤔 Какой HTML тег используется для задания стилей в документе, которые не должны применяться к текущему медиа-типу?",,"[""HTML""]",message,"[{""text"":""<style scoped>""},{""text"":""<style type=\""text/css\"">""},{""text"":""<style media=\""print\"">""},{""text"":""<link rel=\""stylesheet\"">""}]"
1082,2025-01-07T12:10:08,🤔 Какое значение свойства overflow используется для обрезки контента без добавления полос прокрутки?,,[],message,"[{""text"":""visible""},{""text"":""hidden""},{""text"":""scroll""},{""text"":""auto""}]"
1083,2025-01-07T19:10:07,,,[],message,[]
1084,2025-01-07T23:10:11,🤔 Какой HTML атрибут используется для определения языка содержимого документа?,,"[""HTML""]",message,"[{""text"":""lang""},{""text"":""language""},{""text"":""type""},{""text"":""script""}]"
1085,2025-01-08T12:10:07,"🤔 Какой атрибут элемента <form> определяет адрес, на который должны быть отправлены данные формы?",,[],message,"[{""text"":""method""},{""text"":""action""},{""text"":""target""},{""text"":""enctype""}]"
1086,2025-01-08T19:10:09,,,[],message,[]
1087,2025-01-08T23:10:09,🤔 Какой HTML тег используется для вставки изображений в веб-страницы?,,"[""HTML""]",message,"[{""text"":""<picture>""},{""text"":""<img>""},{""text"":""<image>""},{""text"":""<src>""}]"
1088,2025-01-09T12:10:26,"🤔 Какое значение свойства CSS 'position' позволяет элементу оставаться в пределах видимой части окна браузера, даже при прокрутке страницы?",,"[""CSS""]",message,"[{""text"":""static""},{""text"":""absolute""},{""text"":""sticky""},{""text"":""relative""}]"
1089,2025-01-09T15:55:44,,,[],message,[]
1090,2025-01-09T19:10:13,,,[],message,[]
1091,2025-01-09T23:10:07,"🤔 Какое свойство CSS позволяет изменить стиль отображения списка так, чтобы маркеры списка были внутри содержимого элемента?",,"[""CSS""]",message,"[{""text"":""list-style-position: inside""},{""text"":""list-style-image: inside""},{""text"":""list-decoration: inside""},{""text"":""list-position: inside""}]"
1098,2025-01-10T12:10:10,"🤔 Какое свойство CSS применяется для задания минимального количества строк, которые должны быть видны перед и после разрыва страницы или столбца, если текстовый элемент разбивается на части?",,"[""CSS""]",message,"[{""text"":""break-inside""},{""text"":""orphan""},{""text"":""widow""},{""text"":""column-break-inside""}]"
1099,2025-01-10T19:10:12,,,[],message,[]
1100,2025-01-10T23:10:09,"🤔 Какой атрибут тега <th> указывает, к каким ячейкам (по id) он относится как заголовок?",,[],message,"[{""text"":""headers""},{""text"":""scope""},{""text"":""rowspan""},{""text"":""rel""}]"
1101,2025-01-11T12:10:07,🤔 Какое CSS свойство и значение используются для создания многоуровневых фоновых изображений в одном элементе?,,"[""CSS""]",message,"[{""text"":""background: layers""},{""text"":""background-image: url(), url()""},{""text"":""background-image: multiple""},{""text"":""multi-background: yes""}]"
1102,2025-01-11T19:10:11,,,[],message,[]
1103,2025-01-11T23:10:06,🤔 Какое свойство SVG позволяет анимировать путь от одной формы к другой?,,[],message,"[{""text"":""animateMotion""},{""text"":""morph""},{""text"":""animateTransform""},{""text"":""pathTransition""}]"
1104,2025-01-12T12:10:10,"🤔 Какой атрибут HTML используется для определения программной политики, которая управляет поведением внешних ресурсов на веб-странице?",,"[""HTML""]",message,"[{""text"":""content-policy""},{""text"":""csp""},{""text"":""policy-control""},{""text"":""content-security-policy""}]"
1105,2025-01-12T19:10:12,,,[],message,[]
1106,2025-01-12T23:10:11,🤔 Какой CSS свойство используется для определения стилей элементов только при печати?,,"[""CSS""]",message,"[{""text"":""media=\""screen\""""},{""text"":""@media print""},{""text"":""@print""},{""text"":""media=\""print\""""}]"
1107,2025-01-13T12:10:10,"🤔 Директива @media print позволяет применять стили специально для версии документа, предназначенной к печати.",,[],message,"[{""text"":""aria-changes""},{""text"":""aria-live""},{""text"":""aria-modified""},{""text"":""aria-update""}]"
1108,2025-01-13T19:10:10,,,[],message,[]
1109,2025-01-13T23:10:10,"🤔 Какой метод JavaScript используется для асинхронной загрузки скрипта, который затем можно выполнить?",,"[""JavaScript""]",message,"[{""text"":""loadScript()""},{""text"":""import()""},{""text"":""require()""},{""text"":""getScript()""}]"
1110,2025-01-14T12:10:08,🤔 Какой HTML элемент лучше всего подходит для разметки времени публикации статьи в блоге?,,"[""HTML""]",message,"[{""text"":""<time>""},{""text"":""<date>""},{""text"":""<timestamp>""},{""text"":""<datetime>""}]"
1111,2025-01-14T19:10:11,,,[],message,[]
1112,2025-01-14T23:10:08,"🤔 Какое значение CSS свойства position позволяет элементу быть позиционированным в контексте ближайшего позиционированного предка, вместо исходного контейнера?",,"[""CSS""]",message,"[{""text"":""absolute""},{""text"":""relative""},{""text"":""fixed""},{""text"":""sticky""}]"
1113,2025-01-15T12:10:06,"🤔 Какое свойство CSS используется для создания эффекта, при котором текст обтекает границы изображения или другого элемента, формируя асимметричные образы?",,"[""CSS""]",message,"[{""text"":""text-wrap""},{""text"":""shape-outside""},{""text"":""clip-path""},{""text"":""flow-text""}]"
1114,2025-01-15T19:10:09,,,[],message,[]
1115,2025-01-15T23:10:09,🤔 Какое свойство и метод JavaScript API Canvas позволяет манипулировать прозрачностью отдельных элементов на канвасе?,,"[""JavaScript"",""API""]",message,"[{""text"":""globalAlpha""},{""text"":""setAlpha""},{""text"":""opacityControl""},{""text"":""alphaSet""}]"
1116,2025-01-16T12:10:07,"🤔 Какой метод JavaScript используется для создания нового объекта URL, который можно использовать для разбора и изменения URL-адресов внутри приложения?",,"[""JavaScript""]",message,"[{""text"":""new URL()""},{""text"":""URL.createObject()""},{""text"":""createURL()""},{""text"":""parseURL()""}]"
1117,2025-01-16T19:10:08,,,[],message,[]
1118,2025-01-16T23:10:11,🤔 Какое свойство CSS используется для определения способа компоновки элементов внутри flex-контейнера?,,"[""CSS""]",message,"[{""text"":""flex-direction""},{""text"":""flex-flow""},{""text"":""flex-wrap""},{""text"":""flex-set""}]"
1119,2025-01-17T12:10:22,"🤔 Какой атрибут HTML определяет, что форма не должна валидировать данные перед их отправкой?",,"[""HTML""]",message,"[{""text"":""novalidate""},{""text"":""unvalidate""},{""text"":""disvalidate""},{""text"":""nonvalidate""}]"
1120,2025-01-17T19:10:12,,,[],message,[]
1121,2025-01-17T23:10:11,🤔 Какой JavaScript API позволяет отслеживать состояние соединения устройства с Интернетом?,,"[""JavaScript"",""API"",""состояние""]",message,"[{""text"":""navigator.onLine""},{""text"":""window.online""},{""text"":""navigator.connection""},{""text"":""online.status""}]"
1122,2025-01-18T12:10:09,🤔 Какое CSS свойство позволяет контролировать размещение и размер фрагментов контента внутри грид-контейнера?,,"[""CSS""]",message,"[{""text"":""grid-template""},{""text"":""grid-area""},{""text"":""grid-fragment""},{""text"":""grid-placement""}]"
1123,2025-01-18T19:10:12,,,[],message,[]
1124,2025-01-18T23:10:09,"🤔 Какое свойство CSS используется для определения, как должен быть обработан текст на границе блока, если он не умещается полностью?",,"[""CSS""]",message,"[{""text"":""text-overflow""},{""text"":""overflow-wrap""},{""text"":""white-space""},{""text"":""line-break""}]"
1125,2025-01-19T12:10:10,🤔 Какой атрибут элемента <meta> позволяет контролировать масштабирование веб-страницы на мобильных устройствах?,,[],message,"[{""text"":""viewport""},{""text"":""scale""},{""text"":""width""},{""text"":""resolution""}]"
1126,2025-01-19T19:10:10,,,[],message,[]
1127,2025-01-19T23:10:07,🤔 Какой метод JavaScript является частью Web API и предоставляет функционал для немедленного прерывания выполнения скрипта?,,"[""JavaScript"",""Web API"",""API""]",message,"[{""text"":""document.terminate()""},{""text"":""window.stop()""},{""text"":""navigator.halt()""},{""text"":""location.abort()""}]"
1128,2025-01-20T12:10:08,🤔 Какое свойство объекта window в JavaScript позволяет обратиться к истории сессии браузера пользователя?,,"[""JavaScript""]",message,"[{""text"":""window.session""},{""text"":""window.history""},{""text"":""window.paths""},{""text"":""window.navigation""}]"
1129,2025-01-20T19:10:11,,,[],message,[]
1130,2025-01-20T23:10:10,🤔 Какой CSS свойство позволяет контролировать порядок наложения элементов на странице без изменения их положения в документе?,,"[""CSS""]",message,"[{""text"":""stack-level""},{""text"":""position""},{""text"":""order""},{""text"":""z-index""}]"
1131,2025-01-21T12:10:08,🤔 Какое свойство CSS необходимо использовать для изменения визуального порядка элементов в грид-контейнере?,,"[""CSS""]",message,"[{""text"":""grid-row""},{""text"":""order""},{""text"":""grid-area""},{""text"":""grid-column""}]"
1132,2025-01-21T19:10:43,,,[],message,[]
1133,2025-01-21T23:10:07,"🤔 Какой HTML тег предназначен для определения контролов формы, которые позволяют пользователю ввести данные?",,"[""HTML""]",message,"[{""text"":""<input>""},{""text"":""<field>""},{""text"":""<entry>""},{""text"":""<type>""}]"
1134,2025-01-22T12:10:10,"🤔 Какое свойство CSS определяет, как далеко должны находиться первая и последняя строки текста блока от его границ при вертикальном выравнивании?",,"[""CSS""]",message,"[{""text"":""text-indent""},{""text"":""text-spacing""},{""text"":""line-spacing""},{""text"":""block-spacing""}]"
1136,2025-01-22T19:10:11,,,[],message,[]
1137,2025-01-22T23:10:12,🤔 Какое CSS свойство позволяет элементу занимать оставшееся место в контейнере Flexbox?,,"[""CSS""]",message,"[{""text"":""flex-basis""},{""text"":""flex-grow""},{""text"":""flex-shrink""},{""text"":""flex-stretch""}]"
1139,2025-01-23T12:10:10,"🤔 Какой HTML5 элемент лучше всего подходит для обозначения динамически изменяемого контента, например, загружаемого по AJAX?",,"[""HTML"",""AJAX""]",message,"[{""text"":""<dynamic>""},{""text"":""<template>""},{""text"":""<live>""},{""text"":""<section>""}]"
1140,2025-01-23T19:10:15,,,[],message,[]
1142,2025-01-23T23:10:08,"🤔 Какой метод JavaScript позволяет динамически загружать модули в приложении, обеспечивая более эффективное разделение кода?",,"[""JavaScript""]",message,"[{""text"":""System.import()""},{""text"":""require()""},{""text"":""import()""},{""text"":""loadModule()""}]"
1143,2025-01-24T12:10:10,🤔 Какое свойство CSS позволяет элементам не учитывать определенные границы при позиционировании?,,"[""CSS""]",message,"[{""text"":""margin-collapse""},{""text"":""border-ignore""},{""text"":""outline-offset""},{""text"":""margin-offset""}]"
1144,2025-01-24T19:10:09,,,[],message,[]
1145,2025-01-24T23:10:10,🤔 Какой HTML атрибут необходим для определения порядка фокусировки элементов при навигации с помощью клавиатуры?,,"[""HTML""]",message,"[{""text"":""tabindex""},{""text"":""accesskey""},{""text"":""focusorder""},{""text"":""orderindex""}]"
1146,2025-01-25T12:10:10,🤔 Какое CSS свойство позволяет контролировать интерполяцию значений свойств во время анимации для создания более плавного перехода эффектов?,,"[""CSS""]",message,"[{""text"":""transition-timing-function""},{""text"":""animation-timing""},{""text"":""frame-rate-control""},{""text"":""smooth-transition""}]"
1147,2025-01-25T19:10:11,,,[],message,[]
1148,2025-01-25T23:10:12,🤔 Какое CSS свойство позволяет элементу поддерживать аспектное соотношение даже при изменении размеров?,,"[""CSS""]",message,"[{""text"":""aspect-ratio""},{""text"":""object-fit""},{""text"":""resize""},{""text"":""flex-basis""}]"
1149,2025-01-26T12:10:08,"🤔 Какое свойство CSS используется для установки минимального количества строк, которые должны отображаться на странице перед и после разрыва при пагинации?",,"[""CSS""]",message,"[{""text"":""widows""},{""text"":""page-break""},{""text"":""keep-lines""},{""text"":""orphans""}]"
1150,2025-01-26T19:10:24,,,[],message,[]
1151,2025-01-26T23:10:09,"Какой метод JavaScript API используется для принудительного завершения работы Worker, исполняющегося в фоновом режиме?",,"[""JavaScript"",""API""]",message,"[{""text"":""Worker.terminate()""},{""text"":""Worker.stop()""},{""text"":""Worker.kill()""},{""text"":""Worker.end()""}]"
1152,2025-01-27T12:10:11,"🤔 Какое свойство CSS отвечает за оптимизацию производительности прокрутки и анимации, создавая новый композитный слой в браузере?",,"[""CSS""]",message,"[{""text"":""will-change""},{""text"":""change-optimization""},{""text"":""render-boost""},{""text"":""optimize-access""}]"
1153,2025-01-27T19:10:13,,,[],message,[]
1154,2025-01-27T23:10:11,"🤔 Какой метод JavaScript используется для создания и возврата нового строкового массива, объединяющего элементы массива, разделенные указанным разделителем?",,"[""JavaScript""]",message,"[{""text"":""Array.join()""},{""text"":""Array.concat()""},{""text"":""Array.combine()""},{""text"":""Array.assemble()""}]"
1155,2025-01-28T12:10:07,"🤔 Какое свойство CSS позволяет элементу читать и поддерживать его размеры, даже если окно браузера изменяется?",,"[""CSS""]",message,"[{""text"":""resize""},{""text"":""adaptation""},{""text"":""fit-content""},{""text"":""flex-grow""}]"
1156,2025-01-28T19:10:12,,,[],message,[]
1157,2025-01-28T23:10:10,"🤔 Какой CSS селектор наиболее подходит для выбора первого <p> элемента в каждом <section>, который следует непосредственно за заголовками <h2>?",,"[""CSS""]",message,"[{""text"":""h2 + p""},{""text"":""section > p""},{""text"":""h2 + section > p""},{""text"":""section h2 + p""}]"
1158,2025-01-29T12:10:08,"🤔 Какое CSS свойство применяется для определения визуального эффекта представления элемента, используя фильтры, такие как размытие или цветокоррекция?",,"[""CSS""]",message,"[{""text"":""filter""},{""text"":""backdrop-filter""},{""text"":""mask""},{""text"":""blend-mode""}]"
1160,2025-01-29T19:10:10,,,[],message,[]
1161,2025-01-29T23:10:09,"🤔 Какой JavaScript API используется для получения точной геолокации пользователя, требуя его разрешения перед получением данных?",,"[""JavaScript"",""API""]",message,"[{""text"":""Navigator.geolocation""},{""text"":""Window.location""},{""text"":""Document.getCoordinates()""},{""text"":""HTML5 Location API""}]"
1162,2025-01-30T12:10:17,"🤔 Какое CSS свойство применяется для управления поведением элементов при переполнении контейнера, особенно для создания многоуровневых слайдеров или каруселей?",,"[""CSS""]",message,"[{""text"":""overflow-anchor""},{""text"":""overflow-scrolling""},{""text"":""overflow-style""},{""text"":""scroll-snap-type""}]"
1163,2025-01-30T19:10:12,,,[],message,[]
1164,2025-01-30T23:10:07,🤔 Какое свойство CSS задаёт механизм композиции для наложения фоновых изображений или цветов?,,"[""CSS""]",message,"[{""text"":""mix-blend-mode""},{""text"":""composition-style""},{""text"":""overlay-type""},{""text"":""background-blend-mode""}]"
1165,2025-01-31T12:10:10,🤔 Какой JavaScript API позволяет веб-приложениям отправлять обновленные данные на сервер в реальном времени без перезагрузки страницы?,,"[""JavaScript"",""API""]",message,"[{""text"":""WebSocket""},{""text"":""Server-Sent Events""},{""text"":""AJAX""},{""text"":""Fetch API""}]"
1166,2025-01-31T19:10:11,,,[],message,[]
1167,2025-01-31T23:10:08,🤔 Какое CSS свойство позволяет динамически изменять переменные CSS во время исполнения анимации?,,"[""CSS""]",message,"[{""text"":""animation-var""},{""text"":""custom-properties""},{""text"":""var-animation""},{""text"":""keyframes-var""}]"
1168,2025-02-01T12:10:07,"🤔 Какой HTML элемент идеально подходит для организации контента в виде сетки, позволяющей динамически адаптироваться к различным размерам экрана?",,"[""HTML""]",message,"[{""text"":""<grid>""},{""text"":""<flexbox>""},{""text"":""<table>""},{""text"":""<div style=\""display: grid;\"">""}]"
1169,2025-02-01T19:10:09,,,[],message,[]
1170,2025-02-01T23:10:08,"🤔 Какой метод JavaScript API History позволяет программно навигировать на одну страницу назад в истории браузера, аналогично кнопке ""Назад""?",,"[""JavaScript"",""API""]",message,"[{""text"":""history.back()""},{""text"":""history.undo()""},{""text"":""history.previous()""},{""text"":""history.return()""}]"
1171,2025-02-02T12:10:07,"🤔 Какое CSS свойство позволяет тексту обтекать сложные формы, выходящие за рамки традиционных прямоугольников?",,"[""CSS""]",message,"[{""text"":""wrap-flow""},{""text"":""text-wrap""},{""text"":""shape-outside""},{""text"":""flow-shape""}]"
1172,2025-02-02T19:10:10,,,[],message,[]
1173,2025-02-02T23:10:07,"🤔 Какой HTML5 элемент оптимально подходит для оформления внутреннего или внешнего источника, например, встраиваемого контента или плагина?",,"[""HTML""]",message,"[{""text"":""<embed>""},{""text"":""<object>""},{""text"":""<source>""},{""text"":""<iframe>""}]"
1174,2025-02-03T12:10:10,"🤔Какой метод JavaScript используется для создания нового промиса, который автоматически разрешается или отклоняется в зависимости от результатов других промисов?",,"[""JavaScript""]",message,"[{""text"":""Promise.resolve()""},{""text"":""Promise.all()""},{""text"":""Promise.race()""},{""text"":""Promise.any()""}]"
1175,2025-02-03T19:10:11,,,[],message,[]
1176,2025-02-03T23:10:10,"🤔 Какой HTML атрибут необходим для указания, что элемент формы не должен быть валидирован при отправке?",,"[""HTML""]",message,"[{""text"":""novalidate""},{""text"":""formnovalidate""},{""text"":""disablevalidate""},{""text"":""novaluecheck""}]"
1177,2025-02-04T12:10:10,"🤔 Какой метод JavaScript позволяет отменить действие, назначенное ранее с setTimeout()?",,"[""JavaScript"",""setTimeout""]",message,"[{""text"":""clearTimeout()""},{""text"":""undoTimeout()""},{""text"":""resetTimeout()""},{""text"":""stopTimeout()""}]"
1178,2025-02-04T19:10:11,,,[],message,[]
